0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0697215
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.0353664
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.048867
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	-0.0205294
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
0	0.0733798
-7.59202e-06	0.0733798
-4.31483e-05	0.0733798
-4.31483e-05	0.0733798
-4.31483e-05	0.0733798
-4.31483e-05	0.0733798
-4.31483e-05	0.0733798
-4.31483e-05	0.0733798
-4.31483e-05	0.0733798
-4.31483e-05	0.0733798
-4.31483e-05	-0.0349222
-6.97531e-05	-0.0349222
-6.97531e-05	-0.0349222
-6.97531e-05	-0.0349222
-8.2397e-05	-0.0349222
-8.2397e-05	-0.0349222
-8.2397e-05	-0.0349222
-8.2397e-05	-0.0349222
-8.2397e-05	-0.0349222
-8.2397e-05	-0.0349222
-8.2397e-05	-0.0349222
-8.2397e-05	-0.0349222
-0.000124288	-0.0349222
-0.00012466	-0.0349222
-0.00012466	-0.0349222
-0.00012466	-0.0349222
-0.00012466	-0.0349222
-0.00012466	-0.0349222
-0.00012466	-0.0349222
-0.00012466	-0.0349222
-0.00012466	-0.0349222
-0.00012466	-0.0349222
-0.00016812	-0.0349222
-0.000208054	-0.0349222
-0.000208054	-0.0349222
-0.000208054	-0.0475136
-0.000231848	-0.0475136
-0.000231848	-0.0475136
-0.000231848	-0.0475136
-0.000231848	-0.0475136
-0.000268409	-0.0475136
-0.000268409	-0.0475136
-0.000268409	-0.0475136
-0.000296748	-0.0475136
-0.000296748	-0.0475136
-0.000296748	-0.0475136
-0.000318293	-0.0475136
-0.000323169	-0.0475136
-0.000323169	-0.0475136
-0.000323169	-0.0475136
-0.000323169	-0.0475136
-0.000323169	-0.0475136
-0.000351573	-0.0475136
-0.000393422	-0.0475136
-0.000393422	-0.0475136
-0.0004167	-0.0475136
-0.0004167	-0.0475136
-0.0004167	-0.0475136
-0.000443828	-0.0475136
-0.00045595	-0.0475136
-0.00045595	-0.0224893
-0.00045595	-0.0224893
-0.00045595	-0.0224893
-0.000502455	-0.0224893
-0.000523295	-0.0224893
-0.000523295	-0.0224893
-0.000523295	-0.0224893
