1695648546.34683228	1	182
1695648546.37187696	1	183
1695648546.39687347	1	184
1695648546.42187548	1	185
1695648546.44682455	1	186
1695648546.47187734	1	187
1695648546.49689507	1	188
1695648546.52186465	1	189
1695648546.54684186	1	190
1695648546.57186198	1	191
1695648546.59690881	1	192
1695648546.62187266	1	193
1695648546.64685249	1	194
1695648546.67187476	1	195
1695648546.69688892	1	196
1695648546.72222352	1	197
1695648546.74688506	1	198
1695648546.77187824	1	199
1695648546.79712629	1	200
1695648546.82190228	1	201
1695648546.84686875	1	202
1695648546.87187839	1	203
1695648546.89690018	1	204
1695648546.92187881	1	205
1695648546.94689775	1	206
1695648546.97192430	1	207
1695648546.99683976	1	208
1695648547.02187371	1	209
1695648547.04703331	1	210
1695648547.07197165	1	211
1695648547.09705329	1	212
1695648547.12186241	1	213
1695648547.14691091	1	214
1695648547.17190862	1	215
1695648547.19688392	1	216
1695648547.22222567	1	217
1695648547.24710441	1	218
1695648547.27213097	1	219
1695648547.29724169	1	220
1695648547.32218385	1	221
1695648547.34718823	1	222
1695648547.37214208	1	223
1695648547.39732790	1	224
1695648547.42222333	1	225
1695648547.44716048	1	226
1695648547.47205377	1	227
1695648547.49718547	1	228
1695648547.52242780	1	229
1695648547.54723144	1	230
1695648547.57213235	1	231
1695648547.59718800	1	232
1695648547.62224030	1	233
1695648547.64713192	1	234
1695648547.67214870	1	235
1695648547.69714475	1	236
1695648547.72225118	1	237
1695648547.74721217	1	238
1695648547.77216983	1	239
1695648547.79721498	1	240
1695648547.82221770	1	241
1695648547.84707785	1	242
1695648547.87232351	1	243
1695648547.89714146	1	244
1695648547.92218876	1	245
1695648547.94703746	1	246
1695648547.97213936	1	247
1695648547.99716854	1	248
1695648548.02218628	1	249
1695648548.04712391	1	250
1695648548.07213116	1	251
1695648548.09711742	1	252
1695648548.12233114	1	253
1695648548.14714146	1	254
1695648548.17226744	1	255
1695648548.19714093	1	256
1695648548.22218394	1	257
1695648548.24714088	1	258
1695648548.27206993	1	259
1695648548.29721308	1	260
1695648548.32231808	1	261
1695648548.34726381	1	262
1695648548.37209606	1	263
1695648548.39714742	1	264
1695648548.42248178	1	265
1695648548.44719553	1	266
1695648548.47225094	1	267
1695648548.49725771	1	268
1695648548.52194762	1	269
1695648548.54693556	1	270
1695648548.57187462	1	271
1695648548.59684849	1	272
1695648548.62202907	1	273
1695648548.64683771	1	274
1695648548.67180872	1	275
1695648548.69690871	1	276
1695648548.72187853	1	277
1695648548.74685931	1	278
1695648548.77188325	1	279
1695648548.79688931	1	280
1695648548.82187939	1	281
1695648548.84682608	1	282
1695648548.87181306	1	283
1695648548.89686203	1	284
1695648548.92186999	1	285
1695648548.94763064	1	286
1695648548.97199583	1	287
1695648548.99682736	1	288
1695648549.02228379	1	289
1695648549.04715586	1	290
1695648549.07216287	1	291
1695648549.09721661	1	292
1695648549.12225008	1	293
1695648549.14724422	1	294
1695648549.17208314	1	295
1695648549.19718719	1	296
1695648549.22220445	1	297
1695648549.24712586	1	298
1695648549.27226377	1	299
1695648549.29713559	1	300
1695648549.32220602	1	301
1695648549.34720731	1	302
1695648549.37214971	1	303
1695648549.39719296	1	304
1695648549.42232299	1	305
1695648549.44715524	1	306
1695648549.47225094	1	307
1695648549.49710679	1	308
1695648549.52220798	1	309
1695648549.54699922	1	310
1695648549.57189465	1	311
1695648549.59719467	1	312
1695648549.62193394	1	313
1695648549.64685917	1	314
1695648549.67220879	1	315
1695648549.69724345	1	316
1695648549.72211909	1	317
1695648549.74710870	1	318
1695648549.77208233	1	319
1695648549.79718447	1	320
1695648549.82238674	1	321
1695648549.84714913	1	322
1695648549.87213731	1	323
1695648549.89711189	1	324
1695648549.92239404	1	325
1695648549.94712496	1	326
1695648549.97214389	1	327
1695648549.99718165	1	328
1695648550.02220464	1	329
1695648550.04717374	1	330
1695648550.07217717	1	331
1695648550.09720063	1	332
1695648550.12220001	1	333
1695648550.14716816	1	334
1695648550.17214870	1	335
1695648550.19719529	1	336
1695648550.22228432	1	337
1695648550.24719262	1	338
1695648550.27203679	1	339
1695648550.29721665	1	340
1695648550.32212090	1	341
1695648550.34711194	1	342
1695648550.37235045	1	343
1695648550.39722085	1	344
1695648550.42229557	1	345
1695648550.44715238	1	346
1695648550.47229886	1	347
1695648550.49719787	1	348
1695648550.52225065	1	349
1695648550.54713058	1	350
1695648550.57184625	1	351
1695648550.59708548	1	352
1695648550.62219357	1	353
1695648550.64720988	1	354
1695648550.67219472	1	355
1695648550.69719410	1	356
1695648550.72223687	1	357
1695648550.74720383	1	358
1695648550.77217102	1	359
1695648550.79719496	1	360
1695648550.82206440	1	361
1695648550.84718370	1	362
1695648550.87220693	1	363
1695648550.89718556	1	364
1695648550.92219448	1	365
1695648550.94710612	1	366
1695648550.97213626	1	367
1695648550.99721813	1	368
1695648551.02222276	1	369
1695648551.04720974	1	370
1695648551.07220817	1	371
1695648551.09719944	1	372
1695648551.12225294	1	373
1695648551.14713860	1	374
1695648551.17212248	1	375
1695648551.19723845	1	376
1695648551.22224975	1	377
1695648551.24712873	1	378
1695648551.27212930	1	379
1695648551.29715490	1	380
1695648551.32225084	1	381
1695648551.34716392	1	382
1695648551.37218571	1	383
1695648551.39714289	1	384
1695648551.42220998	1	385
1695648551.44723463	1	386
1695648551.47216249	1	387
1695648551.49713397	1	388
1695648551.52221560	1	389
1695648551.54709792	1	390
1695648551.57221293	1	391
1695648551.59717560	1	392
1695648551.62225294	1	393
1695648551.64721203	1	394
1695648551.67219424	1	395
1695648551.69731426	1	396
1695648551.72193074	1	397
1695648551.74712634	1	398
1695648551.77217460	1	399
1695648551.79720044	1	400
1695648551.82204604	1	401
1695648551.84720135	1	402
1695648551.87217951	1	403
1695648551.89719725	1	404
1695648551.92229652	1	405
1695648551.94719553	1	406
1695648551.97221589	1	407
1695648551.99714565	1	408
1695648552.02223277	1	409
1695648552.04714584	1	410
1695648552.07219291	1	411
1695648552.09717965	1	412
1695648552.12223911	1	413
1695648552.14729261	1	414
1695648552.17226982	1	415
1695648552.19712257	1	416
1695648552.22224021	1	417
1695648552.24720359	1	418
1695648552.27213454	1	419
1695648552.29725599	1	420
1695648552.32230687	1	421
1695648552.34718227	1	422
1695648552.37214231	1	423
1695648552.39713883	1	424
1695648552.42217302	1	425
1695648552.44720006	1	426
1695648552.47213387	1	427
1695648552.49719501	1	428
1695648552.52226448	1	429
1695648552.54710913	1	430
1695648552.57215691	1	431
1695648552.59726954	1	432
1695648552.62223339	1	433
1695648552.64719033	1	434
1695648552.67225432	1	435
1695648552.69714975	1	436
1695648552.72223401	1	437
1695648552.74725294	1	438
1695648552.77213645	1	439
1695648552.79720449	1	440
1695648552.82223082	1	441
1695648552.84712505	1	442
1695648552.87215161	1	443
1695648552.89720750	1	444
1695648552.92213106	1	445
1695648552.94714642	1	446
1695648552.97219038	1	447
1695648552.99715447	1	448
1695648553.02222538	1	449
1695648553.04719687	1	450
1695648553.07214284	1	451
1695648553.09714341	1	452
1695648553.12220335	1	453
1695648553.14711785	1	454
1695648553.17220378	1	455
1695648553.19714713	1	456
1695648553.22206140	1	457
1695648553.24710751	1	458
1695648553.27220082	1	459
1695648553.29714727	1	460
1695648553.32223439	1	461
1695648553.34721017	1	462
1695648553.37214637	1	463
1695648553.39718461	1	464
1695648553.42227840	1	465
1695648553.44715214	1	466
1695648553.47224760	1	467
1695648553.49714231	1	468
1695648553.52221537	1	469
1695648553.54719186	1	470
1695648553.57213640	1	471
1695648553.59720802	1	472
1695648553.62223601	1	473
1695648553.64719343	1	474
1695648553.67216969	1	475
1695648553.69714046	1	476
1695648553.72219038	1	477
1695648553.74717569	1	478
1695648553.77213287	1	479
1695648553.79713321	1	480
1695648553.82220507	1	481
1695648553.84719157	1	482
1695648553.87217069	1	483
1695648553.89713740	1	484
1695648553.92224264	1	485
1695648553.94714737	1	486
1695648553.97215080	1	487
1695648553.99714708	1	488
1695648554.02221394	1	489
1695648554.04710031	1	490
1695648554.07219458	1	491
1695648554.09715080	1	492
1695648554.12221575	1	493
1695648554.14718986	1	494
1695648554.17177558	1	495
1695648554.19682622	1	496
1695648554.22217298	1	497
1695648554.24715662	1	498
1695648554.27216411	1	499
1695648554.29716706	1	500
1695648554.32221341	1	501
1695648554.34719944	1	502
1695648554.37213469	1	503
1695648554.39717221	1	504
1695648554.42230320	1	505
1695648554.44719005	1	506
1695648554.47218871	1	507
1695648554.49718761	1	508
1695648554.52226353	1	509
1695648554.54718804	1	510
1695648554.57223892	1	511
1695648554.59710026	1	512
1695648554.62219000	1	513
1695648554.64710188	1	514
1695648554.67219281	1	515
1695648554.69712591	1	516
1695648554.72222257	1	517
1695648554.74723625	1	518
1695648554.77212524	1	519
1695648554.79738784	1	520
1695648554.82219052	1	521
1695648554.84717774	1	522
1695648554.87181592	1	523
1695648554.89690518	1	524
1695648554.92191863	1	525
1695648554.94689965	1	526
1695648554.97187233	1	527
1695648554.99714732	1	528
1695648555.02188444	1	529
1695648555.04793048	1	530
1695648555.07189751	1	531
1695648555.09687233	1	532
1695648555.12187409	1	533
1695648555.14685321	1	534
1695648555.17183113	1	535
1695648555.19697189	1	536
1695648555.22224641	1	537
1695648555.24709678	1	538
1695648555.27205753	1	539
1695648555.29714274	1	540
1695648555.32228303	1	541
1695648555.34760475	1	542
1695648555.37240934	1	543
1695648555.39712119	1	544
1695648555.42176104	1	545
1695648555.44726562	1	546
1695648555.47185230	1	547
1695648555.49714494	1	548
1695648555.52236247	1	549
1695648555.54711580	1	550
1695648555.57226872	1	551
1695648555.59730840	1	552
1695648555.62224650	1	553
1695648555.64730883	1	554
1695648555.67217374	1	555
1695648555.69720626	1	556
1695648555.72220230	1	557
1695648555.74713635	1	558
1695648555.77195477	1	559
1695648555.79685640	1	560
1695648555.82193494	1	561
1695648555.84676719	1	562
1695648555.87181354	1	563
1695648555.89688802	1	564
1695648555.92183256	1	565
1695648555.94691563	1	566
1695648555.97184920	1	567
1695648555.99683809	1	568
1695648556.02182031	1	569
1695648556.04686546	1	570
1695648556.07210112	1	571
1695648556.09687972	1	572
1695648556.12184620	1	573
1695648556.14683318	1	574
1695648556.17185879	1	575
1695648556.19683695	1	576
1695648556.22188067	1	577
1695648556.24681187	1	578
1695648556.27189398	1	579
1695648556.29683948	1	580
1695648556.32185340	1	581
1695648556.34681845	1	582
1695648556.37194777	1	583
1695648556.39689684	1	584
1695648556.42213154	1	585
1695648556.44678307	1	586
1695648556.47197461	1	587
1695648556.49684238	1	588
1695648556.52192998	1	589
1695648556.54688931	1	590
1695648556.57166266	1	591
1695648556.59660387	1	592
1695648556.62161660	1	593
1695648556.64667702	1	594
1695648556.67162275	1	595
1695648556.69665098	1	596
1695648556.72168565	1	597
1695648556.74664903	1	598
1695648556.77166820	1	599
1695648556.79664326	1	600
1695648556.82228088	1	601
1695648556.84688258	1	602
1695648556.87191176	1	603
1695648556.89688897	1	604
1695648556.92176461	1	605
1695648556.94688773	1	606
1695648556.97186971	1	607
1695648556.99684572	1	608
1695648557.02193737	1	609
1695648557.04684734	1	610
1695648557.07195926	1	611
1695648557.09684801	1	612
1695648557.12194586	1	613
1695648557.14692950	1	614
1695648557.17183638	1	615
1695648557.19695187	1	616
1695648557.22186017	1	617
1695648557.24676323	1	618
1695648557.27184582	1	619
1695648557.29719472	1	620
1695648557.32190156	1	621
1695648557.34667945	1	622
1695648557.37255430	1	623
1695648557.39683795	1	624
1695648557.42189074	1	625
1695648557.44687319	1	626
1695648557.47186065	1	627
1695648557.49688172	1	628
1695648557.52196026	1	629
1695648557.54679751	1	630
1695648557.57190633	1	631
1695648557.59688449	1	632
1695648557.62237525	1	633
1695648557.64697123	1	634
1695648557.67191839	1	635
1695648557.69700408	1	636
1695648557.72189260	1	637
1695648557.74690080	1	638
1695648557.77191305	1	639
1695648557.79692936	1	640
1695648557.82191396	1	641
1695648557.84692478	1	642
1695648557.87182879	1	643
1695648557.89685512	1	644
1695648557.92189121	1	645
1695648557.94694161	1	646
1695648557.97184205	1	647
1695648557.99692273	1	648
1695648558.02189779	1	649
1695648558.04686928	1	650
1695648558.07184458	1	651
1695648558.09681988	1	652
1695648558.12203026	1	653
1695648558.14684081	1	654
1695648558.17201138	1	655
1695648558.19692039	1	656
1695648558.22194815	1	657
1695648558.24694324	1	658
1695648558.27188993	1	659
1695648558.29699993	1	660
