vx,vy,r
5.73435,0.106879,0.104925
5.76356,0.0907158,0.133964
5.78535,0.0988979,0.0249278
5.79783,0.110347,0.168893
5.8251,0.12816,0.12065
5.83243,0.152161,0.0261705
5.84736,0.177389,0.041786
5.82391,0.187676,0.0706149
5.78036,0.237356,0.100746
5.70127,0.236404,0.0607144
5.59381,0.260901,0.124842
5.50601,0.263963,0.0820706
5.45669,0.285055,0.0465968
5.39752,0.265955,0.0605825
5.36271,0.291809,0.0346703
5.33364,0.302238,0.098379
5.31085,0.324376,0.103747
5.30111,0.343459,0.0885879
5.2691,0.344399,0.0516701
5.27863,0.362633,0.0999574
5.24291,0.331002,0.0758379
5.23369,0.366701,0.063948
5.23342,0.378966,0.0835373
5.20692,0.399134,0.0587489
5.23146,0.415196,0.0174896
5.20086,0.422699,0.0573973
5.23789,0.423797,0.0337897
5.26913,0.41972,0.0818307
5.2865,0.431726,0.0714829
5.3173,0.437341,0.116415
5.35884,0.459315,0.105954
5.37328,0.457078,0.0762616
5.41514,0.439527,0.0255007
5.43751,0.456282,0.0474802
5.45252,0.449919,0.0644392
5.49143,0.45961,0.0816491
5.53826,0.456087,0.0481447
5.53268,0.462214,0.0590609
5.56035,0.468653,0.0421525
5.55082,0.454769,0.204962
5.55259,0.448153,0.128667
5.57442,0.448383,0.0904862
5.5477,0.405679,0.142534
5.55826,0.383257,0.0606819
5.54924,0.396779,0.161185
5.57331,0.389008,0.0640835
5.58604,0.37099,0.0346871
5.5806,0.346602,0.0557632
5.60554,0.343452,0.101918
5.60781,0.317024,0.0730331
5.63302,0.30183,0.0640696
5.63411,0.297993,0.0957134
5.65294,0.279439,0.022102
5.64226,0.247827,0.0341209
5.64204,0.250895,0.0779613
5.66758,0.223284,0.117085
5.66503,0.224921,0.0379204
5.69802,0.202693,0.0178258
5.68111,0.199928,0.0737575
5.66919,0.211245,0.101564
5.64288,0.200697,0.17632
5.6395,0.189536,0.0980097
5.62452,0.197835,0.0668265
5.61739,0.200121,0.0838056
5.60341,0.198616,0.160633
5.62264,0.211939,0.163712
5.63371,0.198751,0.102044
5.61925,0.231879,0.119608
5.58735,0.247398,0.0494755
5.54581,0.272772,0.0667344
5.4521,0.286487,0.0637847
5.37655,0.295837,0.145279
5.36076,0.281864,0.0481485
5.34687,0.317943,0.0204463
5.30446,0.32856,0.0890562
5.32404,0.337742,0.102656
5.29291,0.352446,0.0915744
5.28328,0.369306,0.191703
5.22965,0.407176,0.0717031
5.2015,0.438067,0.136078
5.18365,0.460315,0.0756398
5.15996,0.453276,0.0901915
5.14084,0.464521,0.0842545
5.1214,0.491443,0.0983096
5.13508,0.506467,0.0687971
5.14389,0.524277,0.167773
5.12237,0.538784,0.0845941
5.1513,0.581749,0.148343
5.14327,0.593817,0.134983
5.14442,0.590258,0.193895
5.19573,0.620883,0.142468
5.22736,0.627969,0.0825147
5.24039,0.640329,0.181056
5.25667,0.654902,0.0542637
5.28586,0.656715,0.172861
5.31544,0.655981,0.102221
5.35586,0.662697,0.176177
5.38255,0.677347,0.160349
5.39769,0.672737,0.213242
5.42256,0.670964,0.176102
5.44934,0.660331,0.0505695
5.47203,0.651528,0.0618603
5.46803,0.676456,0.0739229
5.48006,0.63612,0.0701685
5.50884,0.630272,0.0666017
5.52368,0.617578,0.13874
5.55973,0.615266,0.10677
5.56647,0.580783,0.127192
5.58881,0.588334,0.115421
5.61974,0.558437,0.106213
5.64562,0.545626,0.105993
5.63915,0.550954,0.0504296
5.66299,0.511314,0.0584358
5.66297,0.491889,0.11193
5.66633,0.475454,0.106057
5.70206,0.456068,0.0845335
5.72065,0.451094,0.0784223
5.7165,0.433247,0.10853
5.72974,0.428907,0.0718877
5.73863,0.405469,0.0919263
5.70792,0.407413,0.0426193
5.68024,0.37764,0.0548755
5.6644,0.35442,0.0367836
5.6905,0.342396,0.0453928
5.66127,0.301994,0.0584776
5.6439,0.313648,0.0421152
5.63525,0.290068,0.0495029
5.61729,0.291303,0.0844491
5.60722,0.283805,0.0443507
5.59757,0.27565,0.0456375
5.55879,0.280209,0.00655602
5.55044,0.264332,0.0670799
5.54751,0.278136,0.0660267
5.52615,0.260688,0.0264319
5.52052,0.268805,0.021025
5.52357,0.274041,0.0825685
5.53657,0.263523,0.0355844
5.53641,0.256117,0.0232584
5.54661,0.246372,0.0482668
5.57523,0.246125,0.0559568
5.57105,0.244335,0.0980874
5.5707,0.245885,0.0708875
5.5923,0.238496,0.100239
5.59628,0.232144,0.0822509
5.62591,0.249767,0.0607051
5.62015,0.207742,0.11307
5.65668,0.255847,0.089627
5.6438,0.249587,0.0943583
5.66527,0.233088,0.0779621
5.65441,0.2232,0.109104
5.605,0.241202,0.00771251
5.55253,0.20098,0.0789433
5.56341,0.231365,0.0167697
5.54482,0.209334,0.0222574
5.53943,0.203445,0.0335159
5.53896,0.187183,0.0141473
5.55399,0.203741,0.0380238
5.54737,0.194458,0.0254821
5.54524,0.159111,0.0260269
5.55191,0.168561,0.0760344
5.54647,0.182534,0.0479329
5.54678,0.172456,0.0367352
5.5407,0.153119,0.0388412
5.54153,0.173551,0.0511071
5.53724,0.160821,0.0834863
5.57048,0.177509,0.0738706
5.56922,0.185926,0.0630253
5.58891,0.17056,0.0982401
5.60082,0.153196,0.0615282
5.61404,0.161589,0.0562946
5.63871,0.166666,0.081837
5.66743,0.145477,0.0610431
5.68698,0.144825,0.0308427
5.68956,0.130227,0.0487126
5.71059,0.141844,0.0653135
5.72356,0.128947,0.0897916
5.71924,0.105258,0.0925658
5.70305,0.0979752,0.0539267
5.66561,0.0794341,0.0767797
5.58144,0.0406544,0.0574219
5.49918,0.0515626,0.0565097
5.46764,0.00774931,0.0521997
5.43147,-0.00350556,0.0815792
5.4076,-0.00420586,0.0768607
5.4042,-0.0255595,0.110574
5.3959,-0.0410509,0.0846658
5.38383,-0.0702974,0.0968389
5.38657,-0.106801,0.105472
5.38283,-0.123481,0.113692
5.37431,-0.160262,0.116385
5.39648,-0.182738,0.0449039
5.39256,-0.211735,0.0692055
5.39995,-0.242982,0.0242126
5.41287,-0.269631,0.0713787
5.42868,-0.274406,0.075069
5.43261,-0.319802,0.0592519
5.44143,-0.326283,0.0642659
5.47401,-0.353941,0.0753377
5.46542,-0.38721,0.0731494
5.48417,-0.407105,0.0954155
5.48747,-0.418034,0.0438615
5.49095,-0.434868,0.106398
5.48084,-0.461099,0.0978891
5.49018,-0.470522,0.0991503
5.50051,-0.480791,0.12643
5.49707,-0.489155,0.161737
5.52332,-0.488138,0.135407
5.53518,-0.484837,0.160026
5.54475,-0.49221,0.171123
5.54026,-0.494604,0.190064
5.54117,-0.500279,0.0835862
5.54849,-0.500762,0.0417062
5.55751,-0.489766,0.0147747
5.56992,-0.495992,0.0958971
5.54809,-0.494668,0.0490426
5.56213,-0.469846,0.0212868
5.58104,-0.468277,0.0773162
5.56337,-0.468927,0.0816235
5.5641,-0.448948,0.0385294
5.58634,-0.442865,0.07448
5.56279,-0.428478,0.0317756
5.55444,-0.402272,0.0573204
5.54597,-0.393339,0.0857295
5.54505,-0.373292,0.101063
5.55339,-0.333932,0.0580565
5.55344,-0.332251,0.133203
5.57155,-0.318609,0.118104
5.59635,-0.293149,0.142683
5.62443,-0.250084,0.154817
5.62274,-0.258812,0.109344
5.63048,-0.199757,0.0631246
5.63588,-0.202572,0.0625785
5.64436,-0.189127,0.0679678
5.67278,-0.160586,0.069742
5.66682,-0.124963,0.0137773
5.68736,-0.0941107,0.0227358
5.71983,-0.0699173,0.0696544
5.72729,-0.0494457,0.0614462
5.7481,-0.0125957,0.0804635
5.74364,0.00145272,0.0795281
5.73448,0.0176046,0.0482237
5.73908,0.0173948,0.0972547
5.70006,0.0417402,0.118536
5.70439,0.0553694,0.0602659
5.71971,0.0674053,0.0919008
5.70059,0.0949191,0.0626796
5.72066,0.0973616,0.0516483
5.68834,0.128268,0.101152
5.70843,0.153685,0.0910311
5.65467,0.153575,0.138627
5.64299,0.199918,0.0780103
5.62247,0.231924,0.0279313
5.58334,0.240281,0.125044
5.55097,0.251326,0.0852325
5.51523,0.266906,0.124611
5.51642,0.303697,0.16251
5.49091,0.348825,0.172963
5.4492,0.377223,0.178342
5.44779,0.397926,0.180698
5.40687,0.428594,0.19531
5.38362,0.460962,0.107696
5.35816,0.480531,0.105355
5.35534,0.5129,0.137722
5.32998,0.552174,0.184023
5.31041,0.577249,0.21181
5.32637,0.577662,0.245648
5.31816,0.599802,0.279788
5.32777,0.64597,0.295401
5.31013,0.666057,0.328059
5.30215,0.693415,0.344425
5.29447,0.736686,0.0817421
5.27327,0.784296,0.0468184
5.22479,0.773585,0.0625292
5.25999,0.774069,0.106718
5.24553,0.775226,0.123885
5.27646,0.754763,0.0983452
5.30017,0.719193,0.126172
5.33485,0.703049,0.126419
5.36061,0.676091,0.127364
5.38606,0.654569,0.13608
5.41747,0.666552,0.0351251
5.44706,0.633978,0.0621921
5.46491,0.628738,0.0317423
5.51328,0.604912,0.0446795
5.53788,0.578841,0.00934305
5.56336,0.567938,0.0688917
5.5944,0.54844,0.0335489
5.62371,0.522873,0.0647882
5.65764,0.497074,0.0820695
5.70291,0.490865,0.0337933
5.73514,0.462749,0.0852881
5.76517,0.444948,0.0755032
5.78727,0.433125,0.107297
5.80344,0.405164,0.133074
5.82567,0.391127,0.127133
5.84478,0.37544,0.0769715
5.81965,0.372031,0.0870452
5.76605,0.37573,0.103412
5.68844,0.379272,0.100347
5.59413,0.368811,0.109825
5.51446,0.340605,0.0740485
5.46499,0.290391,0.0813422
5.42505,0.26563,0.121873
5.43817,0.234099,0.0186553
5.41541,0.224766,0.0682402
5.41171,0.19296,0.0683563
5.40801,0.178191,0.0890311
5.42011,0.167866,0.0452575
5.41966,0.136695,0.0630772
5.42728,0.154205,0.101828
5.43188,0.148139,0.0803705
5.44282,0.121437,0.0718961
5.4282,0.092197,0.0228438
5.46503,0.0953315,0.082032
5.45755,0.0880096,0.0866172
5.49606,0.0763604,0.0842194
5.51074,0.0701916,0.0809945
5.52312,0.0835816,0.0691149
5.53226,0.087548,0.0695283
5.55867,0.0786258,0.0694897
5.6055,0.048605,0.0530828
5.59758,0.0754228,0.0906024
5.59232,0.0538642,0.0121126
5.61251,0.059376,0.102542
5.61276,0.0573656,0.066286
5.63758,0.06607,0.0417293
5.66344,0.0691124,0.0955868
5.66653,0.0741095,0.0132226
5.68712,0.0635762,0.0783735
5.67528,0.0707702,0.0739065
5.65252,0.0923577,0.0921892
5.64444,0.0975349,0.0976966
5.58926,0.120384,0.0716958
5.58144,0.128053,0.0426625
5.55722,0.135101,0.109649
5.54543,0.163664,0.0790458
5.53743,0.172185,0.134647
5.48997,0.22141,0.0982092
5.4949,0.23839,0.150382
5.47602,0.245726,0.130621
5.45556,0.263945,0.159911
5.40463,0.279419,0.136072
5.36667,0.279437,0.153985
5.36588,0.292705,0.14224
5.36285,0.328758,0.13971
5.33516,0.327363,0.134918
5.32224,0.351663,0.109863
5.33788,0.344134,0.220526
5.30625,0.376926,0.0796801
5.33026,0.378596,0.0128595
5.34046,0.381906,0.0814542
5.36122,0.377701,0.0607297
5.37671,0.372035,0.0213688
5.39245,0.408026,0.0410166
5.43237,0.413301,0.079308
5.42376,0.412041,0.0900049
5.4329,0.420476,0.119563
5.44871,0.432323,0.0919087
5.44167,0.436847,0.0129232
5.46975,0.433305,0.0947325
5.45961,0.445686,0.0630906
5.46152,0.478426,0.0946367
5.4667,0.468885,0.0179315
5.44016,0.459978,0.0515422
5.42881,0.474225,0.0958674
5.42816,0.479382,0.0654399
5.43936,0.464358,0.0830773
5.43949,0.470879,0.0272845
5.4274,0.47874,0.0213506
5.4061,0.474793,0.0159506
5.40134,0.467718,0.135519
5.38939,0.442902,0.0743126
5.36268,0.450221,0.090137
5.36651,0.443235,0.0496601
5.38143,0.445339,0.0855271
5.41344,0.436688,0.0487282
5.43099,0.407138,0.0521142
5.45986,0.421004,0.0843223
5.48503,0.424857,0.0345363
5.52767,0.394104,0.0316676
5.53877,0.410775,0.0777638
5.58695,0.390106,0.0766363
5.59921,0.386809,0.102999
5.62764,0.393427,0.0544438
5.65635,0.367979,0.0918616
5.65325,0.361645,0.0861734
5.63579,0.367245,0.0103939
5.58504,0.367812,0.0251173
5.51779,0.338204,0.0744065
5.41612,0.32714,0.100599
5.36513,0.305742,0.0378259
5.33804,0.268332,0.044106
5.32356,0.230469,0.0833698
5.31469,0.232787,0.0105135
5.27213,0.214841,0.102648
5.31513,0.19856,0.06421
5.32758,0.181304,0.0962879
5.31724,0.171784,0.0880472
5.35578,0.171963,0.0264349
5.39701,0.159476,0.0417079
5.43699,0.127908,0.110926
5.47337,0.146243,0.0895458
5.50658,0.134505,0.068303
5.55671,0.139162,0.108628
5.60478,0.105634,0.0843713
5.61605,0.105171,0.111103
5.65514,0.115083,0.0755274
5.68284,0.0979742,0.0852901
5.69741,0.09822,0.0879105
5.70059,0.0924873,0.0892714
5.71521,0.123079,0.0634586
5.70938,0.110774,0.100288
5.7076,0.121926,0.0663256
5.69444,0.118253,0.0468816
5.69902,0.118524,0.166398
5.69277,0.132351,0.157237
5.69277,0.134067,0.10908
5.68189,0.154755,0.102521
5.66569,0.149982,0.155382
5.63389,0.148702,0.166881
5.62168,0.152764,0.0584835
5.60789,0.129337,0.144306
5.58442,0.151663,0.0924645
5.596,0.12326,0.0644215
5.58941,0.111929,0.0667055
5.60248,0.0799343,0.089614
5.61162,0.0650845,0.0970564
5.61816,0.0464492,0.132306
5.61216,0.0571795,0.0409606
5.61723,0.0517807,0.175099
5.62867,0.0297991,0.0686322
5.64566,0.0186271,0.0726018
5.62897,0.0197637,0.106758
5.63688,0.00781608,0.0884338
5.63828,0.00575612,0.0632828
5.66091,0.00568213,0.0419719
5.66829,0.00887819,0.0756792
5.66298,0.00408115,0.0840491
5.66036,-0.00721564,0.14531
5.67635,0.00491578,0.0462689
5.68215,-0.0107748,0.11055
5.70185,-0.00275593,0.0860495
5.70492,-0.0169946,0.0681419
5.71002,-0.0281158,0.0774423
5.70989,-0.0260159,0.0776558
5.70292,-0.0237158,0.0738806
5.7186,-0.0279728,0.0270415
5.71446,-0.0401442,0.0430728
5.70077,-0.0344558,0.104691
5.64943,-0.0385406,0.117558
5.6012,-0.0521758,0.0710681
5.54952,-0.0677667,0.0899537
5.54722,-0.0744244,0.0987349
5.53232,-0.0795744,0.0973666
5.51072,-0.0707141,0.0872536
5.50451,-0.111389,0.12769
5.50934,-0.115656,0.150796
5.51208,-0.152275,0.0622254
5.5018,-0.144848,0.0973714
5.51073,-0.167058,0.119724
5.51231,-0.196538,0.0216653
5.50416,-0.194608,0.0486654
5.50235,-0.223134,0.104212
5.51865,-0.231625,0.0779601
5.52002,-0.21963,0.0981776
5.53427,-0.226337,0.0528833
5.55838,-0.234375,0.0292461
5.56158,-0.224004,0.0160865
5.5805,-0.235144,0.0758767
5.58524,-0.271553,0.0160676
5.62289,-0.278359,0.0691725
5.59816,-0.271862,0.0940733
5.60111,-0.276902,0.103207
5.61156,-0.280919,0.0789856
5.62386,-0.277063,0.0319382
5.62098,-0.290304,0.0576615
5.63937,-0.302125,0.0815505
5.61446,-0.310968,0.0927677
5.62579,-0.320063,0.0478709
5.57893,-0.321398,0.0293242
5.54489,-0.360897,0.0731691
5.53542,-0.3618,0.0909643
5.4803,-0.362964,0.020964
5.49591,-0.343419,0.0707307
5.45824,-0.362016,0.109597
5.42024,-0.35222,0.0450474
5.39878,-0.382649,0.0935322
5.382,-0.378132,0.0355303
5.34622,-0.391854,0.0779394
5.30939,-0.409764,0.0652937
5.27612,-0.425469,0.0284932
5.2639,-0.408991,0.0587554
5.23669,-0.418803,0.141105
5.23032,-0.413731,0.0740014
5.24281,-0.410539,0.0441204
5.24682,-0.407677,0.0327375
5.2481,-0.39717,0.0357484
5.27502,-0.406203,0.0567452
5.28926,-0.404826,0.0611379
5.2859,-0.416357,0.0681996
5.33137,-0.420755,0.0285155
5.35874,-0.419232,0.0845398
5.39598,-0.412745,0.0802047
5.43165,-0.404874,0.0447063
5.46177,-0.376181,0.0746166
5.48917,-0.368456,0.0261735
5.55062,-0.357625,0.0878944
5.58961,-0.365855,0.111074
5.59861,-0.360444,0.117175
5.62146,-0.347235,0.0911339
5.63942,-0.331293,0.120058
5.64966,-0.349114,0.0732352
5.63857,-0.324133,0.0156701
5.64549,-0.338835,0.0690164
5.65549,-0.302538,0.0919351
5.6648,-0.312703,0.0587506
5.68592,-0.287554,0.0490442
5.68243,-0.272146,0.0544872
5.65089,-0.275854,0.0884924
5.613,-0.281344,0.053227
5.56138,-0.282299,0.0789608
5.52578,-0.27307,0.0799748
5.53527,-0.241656,0.082894
5.5116,-0.243485,0.0342752
5.4857,-0.241825,0.0782326
5.47963,-0.232916,0.112827
5.50592,-0.223741,0.0865513
5.50446,-0.211274,0.0655194
5.50968,-0.24377,0.0728613
5.52323,-0.216791,0.050238
5.53232,-0.204904,0.0516176
5.51561,-0.225132,0.00385762
5.52127,-0.195019,0.0281554
5.55174,-0.197605,0.0767458
5.54602,-0.179325,0.0453713
5.55333,-0.183246,0.0754198
5.5923,-0.167391,0.0605117
5.61236,-0.160181,0.0599604
5.62856,-0.151498,0.0509887
5.62933,-0.152848,0.0246941
5.65549,-0.145704,0.0635796
5.68138,-0.146806,0.0687176
5.69056,-0.125426,0.0562758
5.69551,-0.103868,0.0299902
5.71622,-0.144838,0.0515307
5.73382,-0.104824,0.0474163
5.73595,-0.115519,0.0799294
5.73263,-0.112536,0.0760977
5.71942,-0.135834,0.0827894
5.64119,-0.0951724,0.0630335
5.56405,-0.114869,0.0847118
5.53831,-0.114279,0.00985774
5.49164,-0.0988802,0.0714194
5.48979,-0.095531,0.0186168
5.46743,-0.0906194,0.0799413
5.45505,-0.103662,0.046245
5.45723,-0.0939636,0.0672589
5.4671,-0.103641,0.0446903
5.4783,-0.0858345,0.0723925
5.4831,-0.0748909,0.0559683
5.51092,-0.0742621,0.0341248
5.51749,-0.0955384,0.0515116
5.55037,-0.0797254,0.048816
5.5757,-0.0961652,0.0879997
5.62148,-0.0944303,0.0378437
5.66444,-0.101558,0.0445448
5.7113,-0.092795,0.0333127
5.77791,-0.105773,0.0762791
5.81245,-0.110775,0.0357292
5.84107,-0.0738432,0.0916544
5.88649,-0.10505,0.0517268
5.91571,-0.106059,0.0788465
5.94503,-0.125329,0.0541165
5.96768,-0.099938,0.0876286
5.9686,-0.0851977,0.0906318
5.97218,-0.0857766,0.0590527
5.99282,-0.0996444,0.0536883
5.95519,-0.078168,0.066497
5.93245,-0.0773983,0.0280104
5.90203,-0.0897972,0.034097
5.85892,-0.0834214,0.087554
5.8346,-0.0835877,0.0785184
5.80042,-0.0731209,0.0509032
5.80324,-0.0768767,0.0937976
5.79997,-0.0567724,0.0527346
5.79277,-0.0733917,0.106835
5.78328,-0.0607582,0.0989263
5.82699,-0.0742064,0.0568463
5.8054,-0.0918356,0.033174
5.80783,-0.0903611,0.0617595
5.78903,-0.0943513,0.0737174
5.77494,-0.122973,0.0321728
5.76707,-0.116839,0.0437837
5.76062,-0.122761,0.0659736
5.72147,-0.133311,0.117265
5.68293,-0.130292,0.00881757
5.65056,-0.154281,0.0468633
5.64398,-0.162712,0.067613
5.6007,-0.183838,0.0302079
5.52554,-0.180719,0.06859
5.43894,-0.211727,0.0601006
5.41323,-0.202204,0.0287797
5.38816,-0.202111,0.0744314
5.38592,-0.209579,0.0674054
5.37054,-0.221908,0.0956892
5.33903,-0.235781,0.100151
5.35139,-0.243731,0.0876474
5.35762,-0.242307,0.085348
5.3754,-0.236097,0.0670429
5.36774,-0.262509,0.117569
5.40107,-0.249566,0.0339266
5.42872,-0.250176,0.0443076
5.45627,-0.241373,0.0462123
5.4805,-0.251605,0.0565663
5.49952,-0.276055,0.0726903
5.53155,-0.248118,0.0768099
5.56723,-0.247619,0.116882
5.61109,-0.245326,0.0708758
5.63786,-0.242229,0.101938
5.67219,-0.240193,0.10254
5.69599,-0.235751,0.0647244
5.72686,-0.229362,0.0968974
5.74769,-0.225388,0.064409
5.77221,-0.229098,0.0504555
5.7835,-0.213271,0.0501735
5.81015,-0.207928,0.0651
5.8249,-0.189132,0.0591384
5.81061,-0.191052,0.0819057
5.83044,-0.210693,0.0233053
5.78765,-0.219754,0.0887353
5.73284,-0.232291,0.0535084
5.66115,-0.22826,0.042459
5.58796,-0.207796,0.0536912
5.5889,-0.210431,0.0828944
5.56277,-0.22482,0.0580975
5.53685,-0.242876,0.0475221
5.5301,-0.210763,0.0595586
5.51531,-0.225727,0.0467932
5.52326,-0.244877,0.0335481
5.50629,-0.232864,0.0739734
5.50048,-0.246067,0.0819127
5.51683,-0.251247,0.0567976
5.50174,-0.281148,0.0496107
5.52362,-0.311761,0.0904725
5.51477,-0.290154,0.0679506
5.51762,-0.315584,0.0961707
5.52452,-0.349398,0.122243
5.52811,-0.358922,0.102282
5.50853,-0.374576,0.111055
5.48227,-0.403913,0.128535
5.49327,-0.425736,0.0662982
5.47555,-0.469766,0.0645544
5.45264,-0.482978,0.0599573
5.43621,-0.493642,0.00794483
5.42284,-0.527771,0.0700242
5.36738,-0.571981,0.0780285
5.30504,-0.616755,0.0516814
5.25705,-0.658863,0.0309704
5.1678,-0.657556,0.0705902
5.11382,-0.683768,0.0858267
5.03266,-0.683948,0.0408545
5.00791,-0.685677,0.05993
4.97712,-0.685737,0.0896353
4.95661,-0.704674,0.0679021
4.955,-0.712999,0.0682568
4.93144,-0.736086,0.0953091
4.91203,-0.75459,0.027997
4.93155,-0.771597,0.0572418
4.8918,-0.807317,0.0275256
4.92863,-0.803428,0.0741435
4.92024,-0.821358,0.0822729
4.92089,-0.829183,0.0500527
4.96605,-0.827425,0.018936
4.96743,-0.83786,0.0625352
4.97143,-0.858649,0.0548408
4.9881,-0.86218,0.076176
5.0188,-0.880985,0.0158885
5.03543,-0.887709,0.0755339
5.03703,-0.888687,0.0612058
5.03957,-0.917387,0.0716275
5.05154,-0.923416,0.123901
5.04733,-0.924726,0.0804598
5.07473,-0.907144,0.0607125
5.09096,-0.923012,0.0816841
5.13425,-0.904435,0.114444
5.15084,-0.899805,0.0881763
5.17394,-0.897476,0.108958
5.21362,-0.872622,0.143487
5.24933,-0.83561,0.165462
5.28553,-0.801739,0.259559
5.31592,-0.801405,0.0692649
5.35696,-0.781818,0.0720072
5.3806,-0.735707,0.067702
5.43544,-0.729234,0.0590478
5.47886,-0.71169,0.0672323
5.51189,-0.674222,0.0843274
5.5296,-0.66675,0.0401656
5.59095,-0.619767,0.159017
5.62895,-0.61959,0.0269846
5.63792,-0.610044,0.117995
5.66351,-0.574645,0.114823
5.6632,-0.558652,0.103385
5.67202,-0.531294,0.0888629
5.65626,-0.50977,0.0204137
5.67229,-0.507873,0.17897
5.68757,-0.453689,0.0580275
5.6967,-0.450877,0.101065
5.71838,-0.398043,0.0609783
5.71377,-0.376659,0.114193
5.72742,-0.359135,0.051214
5.71053,-0.326908,0.140813
5.69621,-0.294855,0.108706
5.69303,-0.274761,0.105493
5.68195,-0.235076,0.111167
5.68708,-0.213821,0.213359
5.6724,-0.18913,0.119888
5.6661,-0.176545,0.167913
5.68116,-0.124152,0.226844
5.68086,-0.0844451,0.189944
5.70316,-0.0728693,0.192342
5.69151,-0.0306315,0.0298166
5.70157,-0.00173658,0.052616
5.67444,0.017558,0.141163
5.67493,0.00728428,0.197301
5.67268,0.00722223,0.0949574
5.68022,-0.0106887,0.0939696
5.68245,0.0115072,0.127207
5.67833,0.030838,0.18708
5.66066,0.0271967,0.110495
5.68095,0.0271431,0.150346
5.66396,0.015923,0.0439422
5.63466,0.0138206,0.103113
5.6066,0.024208,0.0630724
5.62978,0.0120426,0.0225544
5.6064,-0.00896951,0.109391
5.62732,-0.0263455,0.133059
5.61687,-0.0533048,0.158755
5.63276,-0.0569759,0.109305
5.62191,-0.0790008,0.0918451
5.63681,-0.107595,0.054715
5.63342,-0.123407,0.11105
5.63518,-0.125537,0.112745
5.62943,-0.125511,0.0768755
5.63205,-0.13149,0.0641862
5.63174,-0.112353,0.08496
5.61374,-0.145613,0.0921045
5.62289,-0.144469,0.0708199
5.64138,-0.126831,0.0889159
5.65827,-0.151333,0.0855596
5.68297,-0.146356,0.148541
5.68041,-0.149782,0.075469
5.68795,-0.138279,0.0946236
5.70772,-0.140595,0.0840827
5.71143,-0.119059,0.0709248
5.71593,-0.12544,0.111472
5.71526,-0.10003,0.0577302
5.73663,-0.118936,0.0476467
5.75754,-0.106973,0.0337743
5.74018,-0.0941324,0.0508367
5.75057,-0.0772907,0.052474
5.74718,-0.0751187,0.0603528
5.72929,-0.0855708,0.0971192
5.70553,-0.0681027,0.0429031
5.7,-0.0511338,0.00705168
5.69422,-0.0355501,0.0486493
5.70268,-0.0366427,0.0916948
5.69544,-0.040422,0.0528158
5.68619,-0.0457486,0.0367754
5.68269,-0.0279125,0.0127609
5.68788,-0.00381324,0.0450452
5.65086,-0.0162313,0.0782603
5.67694,0.0138117,0.0613506
5.65043,0.00613979,0.0708517
5.62539,0.0304067,0.0690279
5.65114,0.0140835,0.0478303
5.62754,0.00576434,0.0602217
5.62697,0.0142499,0.126875
5.63122,0.0122623,0.0225102
5.64274,0.0160306,0.0335392
5.65058,0.0317994,0.0407679
5.63363,0.0274159,0.0727837
5.61779,0.0367176,0.0768593
5.60766,0.0481518,0.107108
5.60948,0.0198559,0.0898966
5.6457,0.0482642,0.0225637
5.632,0.0536837,0.0696404
5.64647,0.0508967,0.0611051
5.66174,0.0292986,0.0761401
5.64709,0.0415663,0.070593
5.66466,0.0456592,0.1065
5.65797,0.0602436,0.166365
5.64272,0.0449039,0.116332
5.65525,0.0504965,0.0460875
5.64344,0.0291543,0.0243249
5.64722,0.0364424,0.0806603
5.67482,0.0172621,0.127899
5.66724,0.0124711,0.0428697
5.6662,0.028901,0.0268017
5.69682,0.0245084,0.0489346
5.69646,0.0253448,0.0769265
5.69543,0.0143048,0.0278959
5.68895,0.0289679,0.0686935
5.65986,0.0250972,0.0773515
5.6436,0.0110064,0.0655801
5.6375,0.0213983,0.0924166
5.64364,-0.00164811,0.0856817
5.651,-0.00386393,0.0235166
5.64753,0.0162985,0.0695969
5.63736,0.0017076,0.0351406
5.65626,-0.0113386,0.0483496
5.63358,-0.0130919,0.0385545
5.61399,-0.012895,0.116761
5.59903,-0.0102644,0.0760601
5.62444,-0.0102649,0.111605
5.63678,0.000198666,0.0141685
5.62553,-0.0245102,0.0177635
5.63405,-0.0230715,0.0958567
5.64064,-0.0326143,0.0640259
5.61887,-0.0191851,0.0792341
5.62751,-0.0167589,0.0631554
5.62284,-0.0287689,0.0495949
5.61476,-0.0225936,0.0820053
5.60443,-0.014111,0.0827334
5.61718,-0.0223419,0.0298277
5.59221,-0.0223562,0.0262024
5.61689,-0.0421205,0.14635
5.6078,-0.00353286,0.0863814
5.62263,-0.017775,0.0864381
5.60792,-0.0152407,0.045991
5.59998,-0.0332787,0.0520309
5.60758,-0.0246588,0.126486
5.59652,-0.0139236,0.0933413
5.58908,-0.0198722,0.0656374
5.57976,-0.0169605,0.0329935
5.58488,-0.0290439,0.0598967
5.60493,-0.0304692,0.0794929
5.60893,-0.0391519,0.0725526
5.64085,-0.0240438,0.0740862
5.65155,-0.0171184,0.0471422
5.66211,0.0151743,0.0841774
5.66198,-0.0301072,0.0867472
5.66803,-0.0220158,0.118747
5.67596,-0.0399388,0.0646057
5.66175,-0.0343947,0.0321184
5.65055,-0.0242696,0.0658525
5.67174,-0.0425112,0.0533404
5.67507,-0.0298774,0.0847709
5.69118,-0.0052538,0.0828241
5.70147,-0.0239301,0.0607969
5.68448,-0.00944855,0.0588043
5.7117,-0.0153144,0.0395011
