-7.4666,-0.0472385
-4.48372,0.0433194
-3.59311,0.0595045
-2.25346,0.0508823
-0.98085,-0.0146046
0,0
1.59983,0.0999729
3.3807,0.0410278
4.55574,0.0172519
-7.5,0
-4.66079,0.122508
-3.56416,0.0941061
-2.12833,0.0623254
-0.918684,-0.0290352
0,0
-7.49298,-0.00347349
-4.53476,0.0574407
-3.59672,0.0777776
-2.22626,0.0625995
-0.971272,-0.0187075
0,0
1.61636,0.11128
3.47964,0.0480613
-7.4666,-0.0472385
-4.48372,0.0433194
-3.59311,0.0595045
-2.25346,0.0508823
-0.98085,-0.0146046
0,0
1.59983,0.0999729
3.3807,0.0410278
4.55574,0.0172519
-7.35282,-0.0338491
-4.4533,0.0789785
-3.67215,0.0596597
-2.30105,0.0459049
-0.927311,-0.0052091
0,0
1.56221,0.110263
3.29514,0.0756838
4.57181,0.0792036
5.91985,0.0839196
-7.32323,0.113059
-4.46943,0.0871852
-3.69368,0.0631122
-2.30913,0.0411332
-0.907114,-0.012465
0,0
1.58068,0.115369
3.30895,0.0845079
4.53586,0.0822591
5.89299,0.084159
-7.33815,0.0793755
-4.43848,0.100047
-3.72751,0.0532105
-2.34916,0.0366805
-0.897741,-0.00526374
0,0
1.57104,0.119782
3.30059,0.0942852
4.549,0.0927011
5.85378,0.102737
-7.5,0
-4.66079,0.122508
-3.56416,0.0941061
-2.12833,0.0623254
-0.918684,-0.0290352
0,0
-7.49298,-0.00347349
-4.53476,0.0574407
-3.59672,0.0777776
-2.22626,0.0625995
-0.971272,-0.0187075
0,0
1.61636,0.11128
3.47964,0.0480613
-7.4666,-0.0472385
-4.48372,0.0433194
-3.59311,0.0595045
-2.25346,0.0508823
-0.98085,-0.0146046
0,0
1.59983,0.0999729
3.3807,0.0410278
4.55574,0.0172519
-7.35282,-0.0338491
-4.4533,0.0789785
-3.67215,0.0596597
-2.30105,0.0459049
-0.927311,-0.0052091
0,0
1.56221,0.110263
3.29514,0.0756838
4.57181,0.0792036
5.91985,0.0839196
-7.32323,0.113059
-4.46943,0.0871852
-3.69368,0.0631122
-2.30913,0.0411332
-0.907114,-0.012465
0,0
1.58068,0.115369
3.30895,0.0845079
4.53586,0.0822591
5.89299,0.084159
-7.33815,0.0793755
-4.43848,0.100047
-3.72751,0.0532105
-2.34916,0.0366805
-0.897741,-0.00526374
0,0
1.57104,0.119782
3.30059,0.0942852
4.549,0.0927011
5.85378,0.102737
-7.35725,0.0660237
-4.42463,0.0968597
-3.73324,0.0467117
-2.36768,0.0347066
-0.904033,-0.00105648
0,0
1.56755,0.118539
3.29411,0.0939943
4.52146,0.0892861
5.81492,0.100469
-7.32188,0.0586825
-4.42771,0.109982
-3.78035,0.0350897
-2.42274,0.0256816
-0.905652,0.00582642
0,0
1.57343,0.121876
3.29097,0.102811
4.55059,0.0999955
5.80374,0.11566
-7.29073,0.035419
-4.42708,0.116766
-3.78368,0.0323058
-2.43658,0.0268715
-0.911624,0.0100623
0,0
1.57228,0.123235
3.30507,0.103364
4.53603,0.0985376
5.76519,0.116481
-7.32489,0.00399399
-4.42083,0.116976
-3.79088,0.0290177
-2.43506,0.022497
-0.900592,0.00807236
0,0
1.58005,0.122139
3.30667,0.102625
4.52743,0.0966334
5.75082,0.116217
-7.3843,0.00105635
-4.41615,0.120053
-3.78347,0.0272229
-2.43102,0.0218211
-0.897509,0.00951769
0,0
1.56986,0.119961
3.30155,0.100733
4.54237,0.0995583
5.74999,0.119733
-7.27003,-0.00286124
-4.41343,0.127687
-3.78317,0.0307825
-2.43149,0.0286278
-0.88982,0.0136751
0,0
1.56235,0.12279
3.28909,0.108661
4.51976,0.106013
5.72562,0.126364
-7.30541,0.129811
-4.40565,0.129552
-3.78718,0.0256548
-2.43595,0.0228279
-0.885813,0.010793
0,0
1.56119,0.122488
3.28026,0.10951
4.5148,0.110416
5.72216,0.130223
-7.31767,0.0565654
-4.40679,0.135625
-3.78776,0.0291095
-2.43571,0.0258655
-0.882306,0.0129283
0,0
1.55932,0.123228
3.28018,0.111376
4.52386,0.111897
5.73618,0.129796
-7.27465,0.135622
-4.40606,0.138189
-3.79633,0.026111
-2.4411,0.0216223
-0.878206,0.01145
0,0
1.55259,0.122656
3.26873,0.111626
4.52272,0.11184
5.74969,0.127081
-7.34045,0.0598621
-4.40313,0.142693
-3.80302,0.0246534
-2.44951,0.0216045
-0.875121,0.0128709
0,0
1.55743,0.123933
3.27436,0.114209
4.52474,0.116157
5.73016,0.133899
-7.33319,0.0788888
-4.40791,0.14521
-3.81195,0.0235125
-2.45233,0.0187982
-0.871361,0.0110935
0,0
1.55601,0.124733
3.27397,0.114079
4.51405,0.115565
5.71007,0.134474
-7.41324,0.0760713
-4.40719,0.151599
-3.82397,0.0232188
-2.4571,0.0164994
-0.863428,0.0112441
0,0
1.56313,0.127108
3.27808,0.118389
4.51717,0.118561
5.70171,0.134523
-7.26597,0.0737735
-4.40709,0.152317
-3.82131,0.0226948
-2.44931,0.0149851
-0.858307,0.00994229
0,0
1.56452,0.127598
3.27557,0.120051
4.51271,0.119452
5.7154,0.131768
-6.98728,0.00252275
-4.40691,0.15087
-3.82066,0.0236346
-2.44339,0.0144555
-0.85553,0.0101186
0,0
1.56007,0.126498
3.26609,0.11977
4.51505,0.121221
5.72374,0.133038
-6.34451,0.0429521
-4.4078,0.151082
-3.81937,0.0213841
-2.43773,0.0119085
-0.850847,0.00981285
0,0
1.55602,0.125987
3.25654,0.121872
4.52209,0.132254
5.73322,0.143402
-5.69345,-0.00202695
-4.41847,0.15002
-3.814,0.0216226
-2.42687,0.0111531
-0.850218,0.0101252
0,0
1.54513,0.122305
3.25106,0.118091
4.53191,0.134156
5.71981,0.150876
-4.79844,-0.0406196
-4.41971,0.149866
-3.80756,-0.00658865
-2.42537,0.00623915
-0.855173,0.011049
0,0
1.53748,0.116791
3.24141,0.11261
4.5307,0.134114
5.71574,0.146735
6.73098,0.674424
-3.89085,-0.0130377
-3.77651,-0.0135472
-2.40549,-0.00423256
-0.864879,0.00680138
0,0
1.52853,0.105719
3.23146,0.0962937
4.52739,0.119905
5.68212,0.134111
6.78632,0.67075
-2.80019,-0.138801
-2.39181,-0.0190499
-0.873322,-0.0108587
0,0
1.5344,0.11091
3.22638,0.103379
4.49571,0.0989434
5.65242,0.10166
7.05889,0.276819
8.29845,0.929575
-1.62799,-0.17628
-0.870082,-0.00451335
0,0
1.53087,0.100597
3.21489,0.100045
4.48806,0.109476
5.62786,0.113369
6.91855,0.325909
8.25734,1.07138
-0.194463,-0.131957
0,0
1.52946,0.085136
3.20979,0.0902757
4.48858,0.116817
5.62786,0.116728
6.89471,0.346715
8.20875,1.03494
9.9383,1.39079
1.34714,-0.102878
1.53066,0.0656129
3.20774,0.0709875
4.48698,0.113267
5.63889,0.103304
6.89707,0.349391
8.19478,0.969886
9.8812,1.334
11.0783,1.74328
12.2346,1.20659
2.96566,-0.0139021
3.20805,0.0724629
4.48558,0.0985128
5.64129,0.0897259
6.90766,0.341266
8.20572,0.969595
9.79008,1.38773
11.0011,1.79442
12.2038,1.26884
4.53877,0.256914
4.49176,0.0723964
5.64246,0.10075
6.92515,0.288289
8.23102,0.945504
9.73721,1.41923
10.96,1.78133
12.1479,1.22656
13.2031,0.740137
14.3518,0.111159
15.6172,-0.259278
6.14349,0.505049
6.92331,0.281008
8.23921,0.904935
9.67057,1.39975
10.8946,1.75519
12.0867,1.21751
13.179,0.712175
14.3963,0.0876535
15.7092,-0.308208
7.6491,0.970806
8.25613,0.874257
9.66692,1.32086
10.8904,1.71956
12.0714,1.18016
13.1946,0.649436
14.4297,0.00723018
15.7453,-0.375786
16.9912,-0.376964
18.1953,-0.48317
9.19653,1.2433
9.6451,1.33449
10.8634,1.70937
12.0726,1.21508
13.2111,0.691768
14.4839,0.0513536
15.7824,-0.266087
17.0285,-0.274129
18.3089,-0.484628
10.673,1.40398
10.8379,1.71278
12.0901,1.29684
13.2408,0.836864
14.4734,0.198029
15.7956,-0.209938
17.1061,-0.246282
18.3959,-0.329153
12.2012,1.3103
13.2459,0.842371
14.4987,0.243584
15.8227,-0.143435
17.0843,-0.147451
18.3833,-0.226356
20.7543,0.0574172
23.1658,0.257509
13.7397,0.66885
14.4852,0.238775
15.803,-0.126462
17.0996,-0.112983
18.4044,-0.12432
20.7543,0.00725343
23.1478,0.162856
