X,Y,Z,r3d,r2d,theta
--,cluster1,--
0.598824,-2.16241,-0.59,2.32006,2.24379,-0.270155
--,cluster2,--
0.303024,-2.09737,-0.56039,2.19199,2.11914,-0.143486
--,cluster3,--
0.01268,-2.07497,-0.555547,2.14809,2.07501,-0.00611085
--,cluster4,--
-0.284308,-2.0539,-0.537,2.1419,2.07349,0.137549
--,cluster5,--
-0.580662,-2.05593,-0.535419,2.20243,2.13636,0.275263
--,cluster6,--
-0.833971,-2.05266,-0.548643,2.28252,2.21561,0.385916
