X,Y,Z,r3d,r2d,theta
--,cluster1,--
4.24,-8.88186,-0.686143,9.86589,9.842,-0.445387
--,cluster2,--
3.30288,-8.82,-0.656625,9.441,9.41814,-0.358311
--,cluster3,--
2.38257,-8.84429,-0.638286,9.1818,9.15959,-0.263144
--,cluster4,--
1.43757,-8.761,-0.618857,8.8997,8.87816,-0.162638
--,cluster5,--
0.74,-8.68067,-0.607,8.73327,8.71215,-0.0850413
--,cluster6,--
0.191333,-8.642,-0.602667,8.6651,8.64412,-0.0221363
