X,Y,Z,r3d,r2d,theta
--,cluster1,--
4.11221,-10.3363,-0.775286,11.1512,11.1243,-0.378645
--,cluster2,--
3.37867,-10.3909,-0.774467,10.9538,10.9264,-0.314372
--,cluster3,--
2.4628,-10.4611,-0.736867,10.7723,10.7471,-0.231215
--,cluster4,--
1.56357,-10.4895,-0.739143,10.6311,10.6054,-0.147971
--,cluster5,--
0.814545,-10.4677,-0.665182,10.5204,10.4994,-0.0776584
--,cluster6,--
0.0831667,-10.428,-0.66625,10.4496,10.4283,-0.00797515
