X,Y,Z,r3d,r2d,theta
--,cluster1,--
1.18093,-2.85154,-0.571977,3.13895,3.0864,-0.392635
--,cluster2,--
0.6829,-2.84349,-0.573371,2.98002,2.92434,-0.235699
--,cluster3,--
0.228197,-2.83425,-0.556676,2.8974,2.84343,-0.0803407
--,cluster4,--
-0.314236,-2.83157,-0.557694,2.90303,2.84895,0.110524
--,cluster5,--
-0.799731,-2.82609,-0.567269,2.99134,2.93706,0.275771
--,cluster6,--
-1.21691,-2.816,-0.547149,3.1161,3.06769,0.407904
