X,Y,Z,r3d,r2d,theta
--,cluster1,--
3.65256,-7.70275,-0.687125,8.55253,8.52488,-0.442787
--,cluster2,--
2.9398,-7.75147,-0.674133,8.31758,8.29022,-0.362498
--,cluster3,--
2.23631,-7.755,-0.649231,8.09707,8.071,-0.280753
--,cluster4,--
1.7803,-7.7937,-0.6408,8.02009,7.99445,-0.224575
--,cluster5,--
1.02427,-7.80536,-0.623455,7.89693,7.87228,-0.130481
--,cluster6,--
0.268167,-7.79317,-0.634333,7.82354,7.79778,-0.0343969
