X,Y,Z,r3d,r2d,theta
--,cluster1,--
1.33512,-3.13419,-0.566,3.45341,3.40671,-0.402707
--,cluster2,--
0.83373,-3.14732,-0.546757,3.30147,3.25588,-0.258953
--,cluster3,--
0.181105,-3.13942,-0.527132,3.18852,3.14464,-0.0576236
--,cluster4,--
-0.236512,-3.1201,-0.524951,3.17278,3.12905,0.0756581
--,cluster5,--
-0.725667,-3.11533,-0.535487,3.24325,3.19873,0.228853
--,cluster6,--
-1.27682,-3.12995,-0.524818,3.42086,3.38037,0.387328
