X,Y,Z,r3d,r2d,theta
--,cluster1,--
3.79618,-8.24309,-0.748091,9.106,9.07522,-0.431575
--,cluster2,--
3.218,-8.20286,-0.657714,8.836,8.81149,-0.373853
--,cluster3,--
2.49457,-8.25314,-0.600857,8.64282,8.62191,-0.293526
--,cluster4,--
1.756,-8.29071,-0.590857,8.49521,8.47464,-0.208719
--,cluster5,--
0.9672,-8.3002,-0.5824,8.37663,8.35636,-0.116004
--,cluster6,--
0.189,-8.392,-0.584833,8.41448,8.39413,-0.0225176
