X,Y,Z,r3d,r2d,theta
--,cluster1,--
0.640335,-2.54617,-0.654932,2.70591,2.62545,-0.24638
--,cluster2,--
0.248786,-2.53865,-0.636248,2.62896,2.55081,-0.0976876
--,cluster3,--
-0.0509608,-2.54769,-0.631386,2.62525,2.5482,0.0200001
--,cluster4,--
-0.343347,-2.54875,-0.639904,2.65019,2.57178,0.133906
--,cluster5,--
-0.641945,-2.51738,-0.644152,2.67661,2.59794,0.249684
--,cluster6,--
-0.980058,-2.53129,-0.671337,2.79619,2.7144,0.369403
