X,Y,Z,r3d,r2d,theta
--,cluster1,--
0.958375,-3.06356,-0.693445,3.28402,3.20997,-0.303186
--,cluster2,--
0.442927,-3.01786,-0.689589,3.12717,3.05019,-0.145728
--,cluster3,--
0.0718773,-3.00695,-0.689387,3.0858,3.00781,-0.0238992
--,cluster4,--
-0.407964,-3.03021,-0.670216,3.13014,3.05755,0.133828
--,cluster5,--
-0.896151,-3.02165,-0.671616,3.2225,3.15174,0.288313
--,cluster6,--
-1.32358,-3.0521,-0.684961,3.39652,3.32674,0.409184
