X,Y,Z,r3d,r2d,theta
--,cluster1,--
2.34091,-6.90643,-0.127636,7.29348,7.29236,-0.326794
--,cluster2,--
1.19517,-6.90907,-0.1062,7.01248,7.01168,-0.17129
--,cluster3,--
0.339929,-6.95321,-0.130286,6.96274,6.96152,-0.0488491
--,cluster4,--
-0.971056,-7.02517,-0.0828889,7.09245,7.09196,0.137355
--,cluster5,--
-1.98189,-7.04458,-0.087579,7.31858,7.31806,0.274247
--,cluster6,--
-2.99143,-6.96782,-0.170179,7.58473,7.58282,0.405524
