X,Y,Z,r3d,r2d,theta
--,cluster1,--
0.910224,-2.3325,-0.0690238,2.50476,2.50381,-0.37206
--,cluster2,--
0.450238,-2.29654,-0.102448,2.3425,2.34026,-0.193595
--,cluster4,--
-0.0439809,-2.28034,-0.0949587,2.28274,2.28077,0.0192846
--,cluster5,--
-0.432023,-2.27624,-0.0978007,2.31894,2.31688,0.187566
--,cluster6,--
-0.865365,-2.25735,-0.106989,2.4199,2.41754,0.366075
