X,Y,Z,r3d,r2d,theta
--,cluster1,--
1.93893,-5.76005,-0.127171,6.07896,6.07763,-0.324702
--,cluster2,--
1.07437,-5.80058,-0.151395,5.90118,5.89924,-0.183143
--,cluster3,--
0.130488,-5.93949,-0.154707,5.94293,5.94092,-0.021966
--,cluster4,--
-0.655359,-6.04,-0.176949,6.07803,6.07545,0.10808
--,cluster5,--
-1.47734,-6.10983,-0.162828,6.28801,6.2859,0.237244
--,cluster6,--
-2.21606,-6.13227,-0.207151,6.5237,6.52041,0.346774
