X,Y,Z,r3d,r2d,theta
--,cluster1,--
1.19387,-3.14076,-0.0801651,3.36097,3.36001,-0.363254
--,cluster2,--
0.636096,-3.08515,-0.0740877,3.15091,3.15004,-0.203331
--,cluster3,--
-0.0458614,-3.11494,-0.0781806,3.11625,3.11527,0.014722
--,cluster4,--
-0.2164,-2.8402,-0.2484,2.85924,2.84843,0.0760449
--,cluster5,--
-0.669257,-3.16892,-0.0920088,3.24013,3.23882,0.208135
--,cluster6,--
-1.12164,-3.20805,-0.0872424,3.3996,3.39848,0.336347
