X,Y,Z,r3d,r2d,theta
--,cluster1,--
2.61325,-12.692,-0.3385,12.9627,12.9582,-0.20306
--,cluster2,--
0.48225,-12.6592,-0.27625,12.6714,12.6684,-0.0380763
--,cluster3,--
-0.3854,-12.6858,-0.3098,12.6954,12.6917,0.0303711
--,cluster4,--
-2.02325,-12.8065,-0.2825,12.9684,12.9653,0.156691
--,cluster5,--
-3.46275,-12.7583,-0.34575,13.2243,13.2198,0.265028
--,cluster6,--
-5.2515,-12.7525,-0.4805,13.7998,13.7915,0.390639
