X,Y,Z,r3d,r2d,theta
--,cluster1,--
1.48567,-3.9629,-0.16986,4.23564,4.23224,-0.358677
--,cluster2,--
0.90245,-3.93429,-0.1604,4.03965,4.03647,-0.22548
--,cluster3,--
0.327935,-3.93774,-0.169731,3.95502,3.95137,-0.0830883
--,cluster4,--
-0.206315,-3.94202,-0.165722,3.95089,3.94741,0.0522896
--,cluster5,--
-0.714821,-3.93949,-0.17266,4.00754,4.00382,0.179497
--,cluster6,--
-1.16736,-3.95685,-0.164162,4.12872,4.12546,0.286885
