X,Y,Z,r3d,r2d,theta
--,cluster1,--
2.6626,-10.3258,-0.0754,10.6638,10.6636,-0.252362
--,cluster2,--
1.77029,-10.3876,-0.0534286,10.5375,10.5373,-0.168802
--,cluster3,--
0.169333,-10.3845,-0.1215,10.3866,10.3859,-0.0163049
--,cluster4,--
-0.963667,-10.3197,-0.1515,10.3657,10.3646,0.0931116
--,cluster5,--
-2.18386,-10.3761,-0.106429,10.604,10.6035,0.207441
--,cluster6,--
-3.84829,-10.3221,-0.165,11.0174,11.0162,0.356857
