X,Y,Z,r3d,r2d,theta
--,cluster1,--
-1.55474,-3.87554,-0.119942,4.17748,4.17576,0.381512
--,cluster2,--
-0.948175,-3.87703,-0.071746,3.99194,3.99129,0.239854
--,cluster3,--
-0.300234,-3.81513,-0.111458,3.82855,3.82693,0.0785337
--,cluster4,--
0.291625,-3.78062,-0.11099,3.79348,3.79186,-0.0769843
--,cluster5,--
0.978662,-3.80072,-0.0716197,3.92535,3.9247,-0.252019
--,cluster6,--
1.67825,-3.77386,-0.0822615,4.13102,4.1302,-0.41844
